CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2020-07-12,10:10:00,BROOKLYN,11211,40.70908,-73.9575,POINT (-73.9575 40.70908),SOUTH 5 STREET,MARCY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4328291,Sedan,,,,
2020-07-12,18:55:00,BROOKLYN,11236,40.637108,-73.89338,POINT (-73.89338 40.637108),ROCKAWAY PARKWAY,AVENUE M,,0,0,0,0,0,0,0,0,Unspecified,,,,,4328980,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,17:55:00,BROOKLYN,11229,40.59388,-73.94649,POINT (-73.94649 40.59388),,,2372 EAST 24 STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,4327697,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2020-07-12,03:34:00,BROOKLYN,11236,40.636734,-73.89831,POINT (-73.89831 40.636734),EAST 93 STREET,AVENUE L,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4328976,Unknown,Sedan,Station Wagon/Sport Utility Vehicle,,
2020-07-12,19:10:00,BRONX,10467,40.86539,-73.86913,POINT (-73.86913 40.86539),ALLERTON AVENUE,BARKER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4329461,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,04:50:00,,,40.634506,-73.949455,POINT (-73.949455 40.634506),GLENWOOD ROAD,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4332005,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,03:20:00,,,40.855385,-73.9181,POINT (-73.9181 40.855385),MAJOR DEEGAN EXPRESSWAY,,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,4328272,Sedan,,,,
2020-07-12,17:15:00,QUEENS,11368,40.75349,-73.86359,POINT (-73.86359 40.75349),37 AVENUE,104 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4328315,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,00:40:00,BROOKLYN,11207,,,,FLATLANDS AVENUE,WILLIAMS AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4328975,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,11:59:00,,,40.675537,-73.871,POINT (-73.871 40.675537),PITKIN AVENUE,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4327612,Sedan,Bike,,,
2020-07-12,13:58:00,STATEN ISLAND,10305,40.614143,-74.06863,POINT (-74.06863 40.614143),ANDERSON STREET,CLIFTON AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4327957,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,22:30:00,BRONX,10468,40.870277,-73.89353,POINT (-73.89353 40.870277),,,2820 MORRIS AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4327831,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,13:00:00,QUEENS,11378,40.72428,-73.898445,POINT (-73.898445 40.72428),GRAND AVENUE,HAMILTON PLACE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4327681,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,06:37:00,,,,,,HUTCHINSON RIVER PARKWAY,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4327771,Sedan,Sedan,,,
2020-07-12,08:46:00,BROOKLYN,11208,40.688797,-73.86756,POINT (-73.86756 40.688797),,,102 ELDERTS LANE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4327611,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2020-07-12,23:45:00,QUEENS,11103,40.759632,-73.92039,POINT (-73.92039 40.759632),,,37-15 BROADWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4328011,Pick-up Truck,,,,
2020-07-12,11:00:00,,,40.61074,-74.09583,POINT (-74.09583 40.61074),STATEN ISLAND EXPRESSWAY,,,4,0,0,0,0,0,4,0,Reaction to Uninvolved Vehicle,Following Too Closely,Following Too Closely,Unspecified,,4327945,2 dr sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,
2020-07-12,22:44:00,BROOKLYN,11211,40.708675,-73.956314,POINT (-73.956314 40.708675),SOUTH 5 STREET,RODNEY STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4328289,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,17:30:00,QUEENS,11413,40.659126,-73.75745,POINT (-73.75745 40.659126),147 AVENUE,224 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4328447,Station Wagon/Sport Utility Vehicle,Taxi,Station Wagon/Sport Utility Vehicle,,
2020-07-12,16:00:00,,,40.71031,-73.77174,POINT (-73.77174 40.71031),187 PLACE,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4328713,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,19:28:00,BRONX,10469,40.864246,-73.834435,POINT (-73.834435 40.864246),,,1771 EAST GUN HILL ROAD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4329000,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,05:33:00,BROOKLYN,11221,40.687267,-73.93503,POINT (-73.93503 40.687267),,,541 MONROE STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4328384,Sedan,Taxi,,,
2020-07-12,00:27:00,,,40.81205,-73.95355,POINT (-73.95355 40.81205),WEST 126 STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4327515,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,18:15:00,QUEENS,11368,,,,,,1 MARINA ROAD,0,0,0,0,0,0,0,0,Unspecified,,,,,4327769,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,14:00:00,QUEENS,11374,40.713394,-73.85956,POINT (-73.85956 40.713394),WOODHAVEN BOULEVARD,COOPER AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4327682,Sedan,Sedan,,,
2020-07-12,20:45:00,,,40.84506,-73.916855,POINT (-73.916855 40.84506),CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4327751,Sedan,,,,
2020-07-12,09:33:00,,,,,,CONVENT AVENUE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4329490,Station Wagon/Sport Utility Vehicle,Moped,,,
2020-07-12,13:30:00,,,40.702614,-73.96058,POINT (-73.96058 40.702614),BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,Unspecified,,,4328288,Taxi,Sedan,Taxi,,
2020-07-12,08:10:00,BROOKLYN,11233,40.677017,-73.92182,POINT (-73.92182 40.677017),RALPH AVENUE,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4327948,Sedan,,,,
2020-07-12,15:55:00,,,40.789116,-73.82259,POINT (-73.82259 40.789116),WHITESTONE EXPRESSWAY,,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Following Too Closely,,,4327705,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,06:30:00,,,,,,CONVENT AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4328637,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,22:50:00,,,40.656693,-73.89464,POINT (-73.89464 40.656693),LOUISIANA AVENUE,,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,,,,4328412,Sedan,Sedan,,,
2020-07-12,20:00:00,BRONX,10455,40.813694,-73.90184,POINT (-73.90184 40.813694),FOX STREET,SAINT JOHN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4328069,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,20:00:00,QUEENS,11368,40.75168,-73.8587,POINT (-73.8587 40.75168),,,108-49 39 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4330793,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,11:30:00,,,40.818394,-73.95089,POINT (-73.95089 40.818394),CONVENT AVENUE,,,1,0,0,0,1,0,0,0,Unspecified,,,,,4328680,Bike,,,,
2020-07-12,23:30:00,BROOKLYN,11234,40.61146,-73.92437,POINT (-73.92437 40.61146),FLATBUSH AVENUE,AVENUE T,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4328146,Sedan,Bike,,,
2020-07-12,19:35:00,BROOKLYN,11215,40.664394,-73.99394,POINT (-73.99394 40.664394),4 AVENUE,18 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4327699,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,00:10:00,,,40.67164,-73.95034,POINT (-73.95034 40.67164),NOSTRAND AVENUE,,,1,0,1,0,0,0,0,0,Unspecified,,,,,4328043,Sedan,,,,
2020-07-12,16:40:00,BROOKLYN,11236,40.641285,-73.89127,POINT (-73.89127 40.641285),,,10211 AVENUE L,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,4330277,Sedan,Sedan,,,
2020-07-12,04:24:00,,,,,,FORT GEORGE HILL,,,0,0,0,0,0,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,Unspecified,,,4328233,Sedan,Sedan,Motorcycle,,
2020-07-12,18:20:00,BROOKLYN,11208,40.67187,-73.867226,POINT (-73.867226 40.67187),AUTUMN AVENUE,BLAKE AVENUE,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,4328418,Sedan,Motorcycle,,,
2020-07-12,14:30:00,,,40.660656,-73.885796,POINT (-73.885796 40.660656),LINDEN BOULEVARD,,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,,,,4327607,Sedan,Sedan,,,
2020-07-12,05:45:00,,,,,,FRANCIS LEWIS BOULEVARD,HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,4327967,Taxi,Sedan,,,
2020-07-12,16:50:00,QUEENS,11693,40.586166,-73.818596,POINT (-73.818596 40.586166),ROCKAWAY FREEWAY,BEACH 96 STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4327602,Station Wagon/Sport Utility Vehicle,Bike,,,
2020-07-12,16:23:00,,,40.744892,-73.77022,POINT (-73.77022 40.744892),LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4327600,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
2020-07-12,17:40:00,BROOKLYN,11210,40.638428,-73.951164,POINT (-73.951164 40.638428),FOSTER AVENUE,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4327929,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,02:00:00,QUEENS,11419,40.691135,-73.82184,POINT (-73.82184 40.691135),101 AVENUE,124 STREET,,1,0,0,0,0,0,1,0,Traffic Control Device Improper/Non-Working,Traffic Control Device Improper/Non-Working,,,,4328160,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,13:05:00,BRONX,10459,40.824654,-73.89194,POINT (-73.89194 40.824654),WESTCHESTER AVENUE,SOUTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4327654,Sedan,,,,
2020-07-12,07:25:00,,,40.55924,-74.171684,POINT (-74.171684 40.55924),DRUMGOOLE ROAD EAST,WAINWRIGHT AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4327689,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,01:28:00,BROOKLYN,11233,40.681374,-73.93395,POINT (-73.93395 40.681374),,,230 DECATUR STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4329764,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2020-07-12,12:30:00,,,40.736534,-73.85611,POINT (-73.85611 40.736534),LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4327557,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,14:59:00,,,,,,JAMAICA AVE,ALABMA AVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4327613,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,18:00:00,MANHATTAN,10012,40.728394,-74.00079,POINT (-74.00079 40.728394),,,188 SULLIVAN STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4327663,Sedan,Motorcycle,,,
2020-07-12,22:05:00,BROOKLYN,11235,40.582085,-73.9594,POINT (-73.9594 40.582085),,,161 NEPTUNE AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4328183,Sedan,Box Truck,,,
2020-07-12,00:55:00,,,,,,VERRAZANO BRIDGE UPPER,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4328469,Sedan,,,,
2020-07-12,07:00:00,,,,,,WILLIS AVENUE BRIDGE APPROACH,MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4327865,Sedan,,,,
2020-07-12,18:30:00,,,,,,,,104 WEST DRIVE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4328021,Bike,,,,
2020-07-12,15:40:00,BROOKLYN,11207,40.67417,-73.89645,POINT (-73.89645 40.67417),,,143 PENNSYLVANIA AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4331139,Sedan,,,,
2020-07-12,04:30:00,QUEENS,11434,40.684277,-73.78302,POINT (-73.78302 40.684277),BREWER BOULEVARD,FOCH BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4328005,Sedan,Pick-up Truck,,,
2020-07-12,00:30:00,,,40.687782,-73.91907,POINT (-73.91907 40.687782),PUTNAM AVENUE,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4328165,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,00:05:00,BROOKLYN,11209,40.628014,-74.03996,POINT (-74.03996 40.628014),SHORE ROAD,83 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4328354,Sedan,Sedan,,,
2020-07-12,23:15:00,,,40.772156,-73.94541,POINT (-73.94541 40.772156),FDR DRIVE,,,0,0,0,0,0,0,0,0,Unsafe Speed,Other Vehicular,Unspecified,,,4327708,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2020-07-12,17:45:00,QUEENS,11377,40.756996,-73.90784,POINT (-73.90784 40.756996),51 STREET,31 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4327720,Station Wagon/Sport Utility Vehicle,Bike,,,
2020-07-12,03:00:00,QUEENS,11417,40.67801,-73.84975,POINT (-73.84975 40.67801),88 STREET,107 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4327990,Sedan,,,,
2020-07-12,17:10:00,BRONX,10461,40.852425,-73.82729,POINT (-73.82729 40.852425),,,3681 BRUCKNER BOULEVARD,1,0,0,0,1,0,0,0,Unspecified,,,,,4327768,Bike,,,,
2020-07-12,01:00:00,BROOKLYN,11236,40.653282,-73.90987,POINT (-73.90987 40.653282),,,671 EAST 98 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4327941,Sedan,Sedan,,,
2020-07-12,22:48:00,BRONX,10460,40.844593,-73.88167,POINT (-73.88167 40.844593),EAST 180 STREET,DALY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4327828,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,12:30:00,BROOKLYN,11215,40.676617,-73.98102,POINT (-73.98102 40.676617),,,688 UNION STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4327726,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,03:36:00,BROOKLYN,11233,40.68559,-73.916885,POINT (-73.916885 40.68559),,,930 HALSEY STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4327930,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,22:25:00,QUEENS,11411,40.688904,-73.73528,POINT (-73.73528 40.688904),,,119-45 228 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4327684,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,19:02:00,,,40.844105,-73.923065,POINT (-73.923065 40.844105),UNIVERSITY AVENUE,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4328366,Station Wagon/Sport Utility Vehicle,Moped,,,
2020-07-12,15:25:00,,,40.674934,-73.80186,POINT (-73.80186 40.674934),VAN WYCK EXPWY,,,5,0,0,0,0,0,5,0,Unspecified,Unspecified,Unspecified,,,4327636,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2020-07-12,06:57:00,BROOKLYN,11214,40.60284,-74.00965,POINT (-74.00965 40.60284),,,8866 BAY 16 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4328485,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,10:30:00,,,40.619865,-74.15942,POINT (-74.15942 40.619865),REGIS DRIVE,ARLENE COURT,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4328330,Sedan,Sedan,Sedan,,
2020-07-12,17:59:00,BRONX,10457,40.839764,-73.8958,POINT (-73.8958 40.839764),,,1720 CROTONA AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4327750,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,04:50:00,,,40.678238,-73.94415,POINT (-73.94415 40.678238),ATLANTIC AVENUE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4327784,Moped,,,,
2020-07-12,18:32:00,BROOKLYN,11226,40.64421,-73.95407,POINT (-73.95407 40.64421),,,2418 CORTELYOU ROAD,1,0,1,0,0,0,0,0,Unspecified,,,,,4329851,Sedan,,,,
2020-07-12,07:05:00,,,40.753475,-73.99254,POINT (-73.99254 40.753475),WEST 36 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4327811,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,14:30:00,BRONX,10458,40.870224,-73.88717,POINT (-73.88717 40.870224),EAST 199 STREET,BRIGGS AVENUE,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,Unspecified,,,4327845,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
2020-07-12,23:50:00,,,40.76294,-73.86067,POINT (-73.86067 40.76294),GRAND CENTRAL PKWY,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4328306,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,15:10:00,QUEENS,11385,40.70698,-73.89208,POINT (-73.89208 40.70698),,,67-20 65 PLACE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4330722,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,15:07:00,BROOKLYN,11219,40.62872,-73.98904,POINT (-73.98904 40.62872),,,1576 54 STREET,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4328203,Pick-up Truck,Sedan,,,
2020-07-12,21:30:00,,,,,,ROCKAWAY POINT BOULEVARD,BEACH 169 STREET,,1,0,0,0,0,0,1,0,Unspecified,,,,,4327700,Sedan,,,,
2020-07-12,16:20:00,BROOKLYN,11207,40.670193,-73.88969,POINT (-73.88969 40.670193),VAN SICLEN AVENUE,SUTTER AVENUE,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4328417,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,12:00:00,QUEENS,11365,40.741802,-73.779625,POINT (-73.779625 40.741802),,,196-25 PECK AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4327559,Sedan,,,,
2020-07-12,11:00:00,QUEENS,11422,40.66528,-73.735596,POINT (-73.735596 40.66528),SOUTH CONDUIT AVENUE,243 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4327533,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,23:45:00,QUEENS,11417,40.670757,-73.84173,POINT (-73.84173 40.670757),149 AVENUE,94 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4327974,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,21:09:00,,,40.695324,-73.789276,POINT (-73.789276 40.695324),164 STREET,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4327696,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
2020-07-12,19:16:00,BROOKLYN,11236,40.649895,-73.90762,POINT (-73.90762 40.649895),ROCKAWAY PARKWAY,AVENUE D,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4328979,Sedan,Motorcycle,,,
2020-07-12,12:50:00,STATEN ISLAND,10304,40.62776,-74.076294,POINT (-74.076294 40.62776),BAY STREET,UNION PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4328199,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,16:25:00,BROOKLYN,11213,40.675186,-73.933304,POINT (-73.933304 40.675186),SCHENECTADY AVENUE,BERGEN STREET,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4328097,Bike,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,08:50:00,BROOKLYN,11212,40.655487,-73.90287,POINT (-73.90287 40.655487),,,1555 LINDEN BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4327914,Box Truck,Sedan,,,
2020-07-12,09:10:00,,,40.689735,-73.72674,POINT (-73.72674 40.689735),CROSS ISLAND PARKWAY,,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,4327532,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
2020-07-12,03:30:00,,,40.67807,-73.94139,POINT (-73.94139 40.67807),KINGSTON AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4329251,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2020-07-12,17:30:00,STATEN ISLAND,10310,40.634075,-74.12308,POINT (-74.12308 40.634075),CASTLETON AVENUE,TAYLOR STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4328196,Sedan,,,,
2020-07-12,00:05:00,,,40.76217,-73.7568,POINT (-73.7568 40.76217),CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4328067,Station Wagon/Sport Utility Vehicle,,,,
2020-07-11,16:37:00,BROOKLYN,11226,40.64333,-73.95973,POINT (-73.95973 40.64333),CORTELYOU ROAD,OCEAN AVENUE,,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,4328247,Sedan,Sedan,,,
2020-07-11,16:39:00,BROOKLYN,11207,40.68708,-73.913895,POINT (-73.913895 40.68708),HALSEY STREET,BUSHWICK AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Passenger Distraction,,,,4327778,Sedan,Sedan,,,
2020-07-11,00:30:00,BROOKLYN,11221,40.691494,-73.93077,POINT (-73.93077 40.691494),REID AVENUE,VAN BUREN STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,4329835,Sedan,Sedan,Sedan,,
2020-07-11,18:27:00,BRONX,10469,40.874714,-73.84512,POINT (-73.84512 40.874714),GIVAN AVENUE,EASTCHESTER ROAD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4327810,Sedan,Sedan,,,
2020-07-11,12:30:00,MANHATTAN,10022,40.75545,-73.962105,POINT (-73.962105 40.75545),EAST 54 STREET,SUTTON PLACE SOUTH,,0,0,0,0,0,0,0,0,Unspecified,,,,,4327387,Station Wagon/Sport Utility Vehicle,,,,
2020-07-11,11:59:00,QUEENS,11691,40.605286,-73.75185,POINT (-73.75185 40.605286),FOAM PLACE,CENTRAL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4327869,Lift Boom,Sedan,,,
2020-07-11,10:00:00,BROOKLYN,11203,40.653744,-73.93162,POINT (-73.93162 40.653744),LINDEN BOULEVARD,EAST 49 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4327655,Sedan,Sedan,,,
2020-07-11,20:55:00,QUEENS,11360,40.788555,-73.78234,POINT (-73.78234 40.788555),BELL BOULEVARD,212 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4327704,,,,,
2020-07-11,13:05:00,MANHATTAN,10012,40.726135,-73.99507,POINT (-73.99507 40.726135),BLEECKER STREET,CROSBY STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4328293,Sedan,Sedan,,,
2020-07-11,14:00:00,QUEENS,11385,40.700012,-73.89941,POINT (-73.89941 40.700012),,,72-04 FOREST AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4328312,Sedan,,,,
2020-07-11,09:30:00,,,40.635685,-74.012955,POINT (-74.012955 40.635685),7 AVENUE,,,1,0,1,0,0,0,0,0,Unspecified,,,,,4327418,Station Wagon/Sport Utility Vehicle,,,,
2020-07-11,19:02:00,,,40.68714,-73.80801,POINT (-73.80801 40.68714),VAN WYCK EXPWY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4327844,Sedan,Tanker,,,
2020-07-11,21:47:00,BROOKLYN,11207,40.66292,-73.890625,POINT (-73.890625 40.66292),NEW LOTS AVENUE,WYONA STREET,,0,0,0,0,0,0,0,0,,,,,,4330489,,,,,
